archivo,archivo_parent,clase_predicha,confianza
crops_clahe_processed/20240930154708_IM_00058_crop0.jpg,DATASET_PRUEBA/20240930154708_IM_00058.JPG,MAMIFERO_PEQUEÑO,0.9995212554931641
crops_clahe_processed/20240924180322_IM_00043_crop0.jpg,DATASET_PRUEBA/20240924180322_IM_00043.JPG,RUIDO,0.5868145823478699
crops_clahe_processed/20240918003552_IM_00025_crop0.jpg,DATASET_PRUEBA/20240918003552_IM_00025.JPG,MAMIFERO_MEDIANO,0.9995288848876953
crops_clahe_processed/20240920050854_IM_00027_crop0.jpg,DATASET_PRUEBA/20240920050854_IM_00027.JPG,MAMIFERO_MEDIANO,0.9993343949317932
crops_clahe_processed/20240922093056_IM_00033_crop0.jpg,DATASET_PRUEBA/20240922093056_IM_00033.JPG,AVE_GRANDE,0.7791022658348083
crops_clahe_processed/20240924130502_IM_00040_crop0.jpg,DATASET_PRUEBA/20240924130502_IM_00040.JPG,AVE_PEQUEÑA,0.9358850121498108
